순번,상호명,수거종류,수거방법,수거장소(주소),장소구분,수거비용
3905,홈플러스 서면점,폐휴대폰,수거함 설치,부산 부산진구 동천로 4 ,민팃ATM,무상
3906,홈플러스 서부산점,폐휴대폰,수거함 설치,부산 사상구 광장로 7 ,민팃ATM,무상
3907,홈플러스 서수원점,폐휴대폰,수거함 설치,경기 수원시 권선구 금곡로 236 ,민팃ATM,무상
3908,홈플러스 성서점,폐휴대폰,수거함 설치,대구 달서구 달구벌대로 1467 ,민팃ATM,무상
3909,홈플러스 센텀시티점,폐휴대폰,수거함 설치,부산 해운대구 센텀동로 6 ,민팃ATM,무상
3910,홈플러스 송탄점,폐휴대폰,수거함 설치,경기 평택시 경기대로 1103 ,민팃ATM,무상
3911,홈플러스 순천점,폐휴대폰,수거함 설치,전남 순천시 신월큰길 10 ,민팃ATM,무상
3912,홈플러스 순천풍덕점,폐휴대폰,수거함 설치,전남 순천시 팔마로 222 ,민팃ATM,무상
3913,홈플러스 시화점,폐휴대폰,수거함 설치,경기 시흥시 희망공원로 269 ,민팃ATM,무상
3914,홈플러스 신내점,폐휴대폰,수거함 설치,서울 중랑구 신내로 201 ,민팃ATM,무상
3915,홈플러스 신도림점,폐휴대폰,수거함 설치,서울 구로구 경인로 661 ,민팃ATM,무상
3916,홈플러스 아시아드점,폐휴대폰,수거함 설치,부산 연제구 종합운동장로 7 ,민팃ATM,무상
3917,홈플러스 안동점,폐휴대폰,수거함 설치,경북 안동시 경동로 656 ,민팃ATM,무상
3918,홈플러스 안산고잔점,폐휴대폰,수거함 설치,경기 안산시 단원구 광덕대로 175 ,민팃ATM,무상
3919,홈플러스 안산선부점,폐휴대폰,수거함 설치,경기 안산시 단원구 삼일로 316 ,민팃ATM,무상
3920,홈플러스 안양점,폐휴대폰,수거함 설치,경기 안양시 동안구 엘에스로 92 ,민팃ATM,무상
3921,홈플러스 야탑점,폐휴대폰,수거함 설치,경기 성남시 분당구 성남대로925번길 16 ,민팃ATM,무상
3922,홈플러스 영도점,폐휴대폰,수거함 설치,부산 영도구 대교로14번길 57 ,민팃ATM,무상
3923,홈플러스 영통점,폐휴대폰,수거함 설치,경기 수원시 영통구 봉영로 1576 ,민팃ATM,무상
3924,홈플러스 오산점,폐휴대폰,수거함 설치,경기 오산시 청학로 238 ,민팃ATM,무상
3925,홈플러스 울산남구점,폐휴대폰,수거함 설치,울산 남구 수암로 148 ,민팃ATM,무상
3926,홈플러스 울산동구점,폐휴대폰,수거함 설치,울산 동구 방어진순환도로 637 ,민팃ATM,무상
3927,홈플러스 울산북구점,폐휴대폰,수거함 설치,울산 북구 신답로 26 ,민팃ATM,무상
3928,홈플러스 울산점,폐휴대폰,수거함 설치,울산 중구 번영로 475 ,민팃ATM,무상
3929,홈플러스 원천점,폐휴대폰,수거함 설치,경기 수원시 영통구 중부대로 437 ,민팃ATM,무상
3930,홈플러스 유성점,폐휴대폰,수거함 설치,대전 유성구 한밭대로 502 ,민팃ATM,무상
3931,홈플러스 일산점,폐휴대폰,수거함 설치,경기 고양시 일산동구 중앙로1275번길 64 ,민팃ATM,무상
3932,홈플러스 창원점,폐휴대폰,수거함 설치,경남 창원시 의창구 창원대로 415 ,민팃ATM,무상
3933,홈플러스 천안신방점,폐휴대폰,수거함 설치,충남 천안시 동남구 신촌1길 23 ,민팃ATM,무상
3934,홈플러스 청주점,폐휴대폰,수거함 설치,충북 청주시 흥덕구 서부로 1291 ,민팃ATM,무상
3935,홈플러스 칠곡점,폐휴대폰,수거함 설치,대구 북구 동암로12길 8 ,민팃ATM,무상
3936,홈플러스 화성동탄점,폐휴대폰,수거함 설치,경기 화성시 동탄중앙로 200 ,민팃ATM,무상
3937,홈플러스 화성향남점,폐휴대폰,수거함 설치,경기 화성시 향남읍 향남로 402 ,민팃ATM,무상
3938,전자랜드 NC강서점,폐휴대폰,수거함 설치,서울 강서구 강서로56길 17 ,민팃ATM,무상
3939,전자랜드 광주하남점,폐휴대폰,수거함 설치,광주 광산구 용아로 401 ,민팃ATM,무상
3940,전자랜드 나주점,폐휴대폰,수거함 설치,전남 나주시 영산로 5411 ,민팃ATM,무상
3941,전자랜드 내동점,폐휴대폰,수거함 설치,경남 김해시 구지로 28 ,민팃ATM,무상
3942,전자랜드 대연점,폐휴대폰,수거함 설치,부산 남구 수영로 278 ,민팃ATM,무상
3943,전자랜드 도동점,폐휴대폰,수거함 설치,경남 진주시 대신로 290 ,민팃ATM,무상
3944,전자랜드 상남점,폐휴대폰,수거함 설치,경남 창원시 성산구 마디미서로 42 ,민팃ATM,무상
3945,전자랜드 상무점,폐휴대폰,수거함 설치,광주 서구 상무대로 784 ,민팃ATM,무상
3946,전자랜드 수성점,폐휴대폰,수거함 설치,대구 수성구 동대구로 175 ,민팃ATM,무상
3947,전자랜드 스페이스A1호점,폐휴대폰,수거함 설치,경기 남양주시 다산순환로 50 ,민팃ATM,무상
3948,전자랜드 쌍문점,폐휴대폰,수거함 설치,서울 도봉구 노해로 259 ,민팃ATM,무상
3949,전자랜드 오광장점,폐휴대폰,수거함 설치,경북 포항시 북구 포스코대로 287 ,민팃ATM,무상
3950,전자랜드 용봉점,폐휴대폰,수거함 설치,광주 북구 설죽로 257 ,민팃ATM,무상
3951,전자랜드 용산본점,폐휴대폰,수거함 설치,서울 용산구 한강로3가 16-9 ,민팃ATM,무상
3952,전자랜드 운정점,폐휴대폰,수거함 설치,경기 파주시 미래로 309 ,민팃ATM,무상
3953,전자랜드 울산삼산점,폐휴대폰,수거함 설치,울산 남구 삼산로 376 ,민팃ATM,무상
3954,전자랜드 의정부점,폐휴대폰,수거함 설치,경기 의정부시 평화로 412 ,민팃ATM,무상
3955,전자랜드 익산점,폐휴대폰,수거함 설치,전북 익산시 무왕로 1119 ,민팃ATM,무상
3956,전자랜드 인후점,폐휴대폰,수거함 설치,전북 전주시 덕진구 건산로 192 ,민팃ATM,무상
3957,전자랜드 일산점,폐휴대폰,수거함 설치,경기 고양시 일산서구 중앙로 1548 ,민팃ATM,무상
3958,전자랜드 장유점,폐휴대폰,수거함 설치,경남 김해시 번화2로 41 ,민팃ATM,무상
3959,전자랜드 주안점,폐휴대폰,수거함 설치,인천 미추홀구 경원대로 767 ,민팃ATM,무상
3960,전자랜드 죽전점,폐휴대폰,수거함 설치,대구 달서구 와룡로 185 ,민팃ATM,무상
3961,전자랜드 중동점,폐휴대폰,수거함 설치,경기 부천시 길주로 245 ,민팃ATM,무상
3962,전자랜드 진주성점,폐휴대폰,수거함 설치,경남 진주시 진양호로 483 ,민팃ATM,무상
3963,전자랜드 현대송도점,폐휴대폰,수거함 설치,인천 연수구 송도국제대로 123 ,민팃ATM,무상
3964,홈플러스 영주점,폐휴대폰,수거함 설치,경북 영주시 대학로 29 ,민팃ATM,무상
3965,홈플러스 오창점,폐휴대폰,수거함 설치,충북 청주시 청원구 오창읍 중심상업1로 8-11 ,민팃ATM,무상
3966,홈플러스 인천숭의점,폐휴대폰,수거함 설치,인천 미추홀구 석정로 51 ,민팃ATM,무상
3967,홈플러스 장림점,폐휴대폰,수거함 설치,부산 사하구 다대로 225 ,민팃ATM,무상
3968,홈플러스 죽도점,폐휴대폰,수거함 설치,경북 포항시 북구 중흥로 328 ,민팃ATM,무상
3969,홈플러스 진해점,폐휴대폰,수거함 설치,경남 창원시 진해구 충장로 356 ,민팃ATM,무상
3970,홈플러스 천안점,폐휴대폰,수거함 설치,충남 천안시 동남구 구성동 50-4 ,민팃ATM,무상
3971,홈플러스 청주성안점,폐휴대폰,수거함 설치,충북 청주시 상당구 사직대로 346 ,민팃ATM,무상
3972,홈플러스 파주문산점,폐휴대폰,수거함 설치,경기 파주시 문산읍 방촌로 1759 ,민팃ATM,무상
3973,홈플러스 평택안중점,폐휴대폰,수거함 설치,경기 평택시 안중읍 서동대로 1489 ,민팃ATM,무상
3974,홈플러스 포천송우점,폐휴대폰,수거함 설치,경기 포천시 소홀읍 솔모루로 9 ,민팃ATM,무상
3975,홈플러스 포항점,폐휴대폰,수거함 설치,경북 포항시 남구 중흥로 77 ,민팃ATM,무상
3976,홈플러스 해운대점,폐휴대폰,수거함 설치,부산 해운대구 해운대해변로 140 ,민팃ATM,무상
3977,전자랜드 경기광주점,폐휴대폰,수거함 설치,경기 광주시 이배재로 24 ,민팃ATM,무상
3978,전자랜드 경주점,폐휴대폰,수거함 설치,경북 경주시 산업로 4364 ,민팃ATM,무상
3979,전자랜드 논산점,폐휴대폰,수거함 설치,충남 논산시 중앙로403번길 10 ,민팃ATM,무상
3980,전자랜드 대전본점,폐휴대폰,수거함 설치,대전 서구 대덕대로 234 ,민팃ATM,무상
3981,전자랜드 반포점,폐휴대폰,수거함 설치,서울 서초구 잠원로 94 ,민팃ATM,무상
3982,전자랜드 쌍용점,폐휴대폰,수거함 설치,충남 천안시 동남구 쌍용대로 197 ,민팃ATM,무상
3983,전자랜드 양주점,폐휴대폰,수거함 설치,경기 양주시 평화로 1563 ,민팃ATM,무상
3984,전자랜드 영주점,폐휴대폰,수거함 설치,경북 영주시 영주로 100 ,민팃ATM,무상
3985,전자랜드 옥포점,폐휴대폰,수거함 설치,경남 거제시 옥포대첩로 4 ,민팃ATM,무상
3986,전자랜드 율량점,폐휴대폰,수거함 설치,충북 청주시 청원구 공항로 155 ,민팃ATM,무상
3987,전자랜드 중리점,폐휴대폰,수거함 설치,대전 동구 한밭대로 1211 ,민팃ATM,무상
3988,전자랜드 진접점,폐휴대폰,수거함 설치,경기 남양주시 진접읍 양진로 1016 ,민팃ATM,무상
3989,전자랜드 천안메가마트점,폐휴대폰,수거함 설치,충남 천안시 서북구 천안대로 1348 ,민팃ATM,무상
3990,전자랜드 타이푼점,폐휴대폰,수거함 설치,서울 용산구 한강로3가 16-9 ,민팃ATM,무상
3991,전자랜드 현대 김포점,폐휴대폰,수거함 설치,경기 김포시 고촌읍 아라육로152번길 97 ,민팃ATM,무상
3992,전자랜드 화명점,폐휴대폰,수거함 설치,부산 북구 금곡대로 300 ,민팃ATM,무상
3993,전자랜드 홍성점,폐휴대폰,수거함 설치,충남 홍성군 홍성읍 옥암리 1033번지 ,민팃ATM,무상
3994,이마트 계양점,폐휴대폰,수거함 설치,인천 계양구 봉오대로 785 ,민팃ATM,무상
3995,이마트 김포한강점,폐휴대폰,수거함 설치,경기 김포시 김포한강7로 71 ,민팃ATM,무상
3996,이마트 명일점,폐휴대폰,수거함 설치,서울 강동구 고덕로 276 ,민팃ATM,무상
3997,이마트 목동점,폐휴대폰,수거함 설치,서울 양천구 오목로 299 ,민팃ATM,무상
3998,이마트 분당점,폐휴대폰,수거함 설치,경기 성남시 분당구 불정로 134 ,민팃ATM,무상
3999,이마트 수지점,폐휴대폰,수거함 설치,경기 용인시 수지구 수지로 203 ,민팃ATM,무상
4000,이마트 신도림점,폐휴대폰,수거함 설치,서울 구로구 새말로 97 ,민팃ATM,무상
4001,이마트 신월점,폐휴대폰,수거함 설치,서울 양천구 화곡로 59 ,민팃ATM,무상
4002,이마트 일산점,폐휴대폰,수거함 설치,경기 고양시 일산동구 중앙로 1124 ,민팃ATM,무상
4003,이마트 천호점,폐휴대폰,수거함 설치,서울 강동구 천호대로 1017 ,민팃ATM,무상
4004,이마트 청계천점,폐휴대폰,수거함 설치,서울 중구 청계천로 400 ,민팃ATM,무상
4005,이마트 킨텍스점,폐휴대폰,수거함 설치,경기 고양시 일산서구 킨텍스로 171 ,민팃ATM,무상
4006,이마트 파주운정점,폐휴대폰,수거함 설치,경기 파주시 동패동 1763 ,민팃ATM,무상
4007,이마트 화정점,폐휴대폰,수거함 설치,경기 고양시 덕양구 백양로 79 ,민팃ATM,무상
4008,전자랜드 강릉점,폐휴대폰,수거함 설치,강원 강릉시 경강로 2399 ,민팃ATM,무상
4009,전자랜드 남악점,폐휴대폰,수거함 설치,전남 목포시 남악로 22-10 ,민팃ATM,무상
4010,전자랜드 도계점,폐휴대폰,수거함 설치,경남 창원시 의창구 도계로 2 ,민팃ATM,무상
4011,전자랜드 분당본점,폐휴대폰,수거함 설치,경기 성남시 분당구 서현로321번길 1 ,민팃ATM,무상
4012,전자랜드 비산점,폐휴대폰,수거함 설치,경기 수원시 장안구 경수대로 921 ,민팃ATM,무상
4013,전자랜드 신천점,폐휴대폰,수거함 설치,경기 시흥시 복지로 11 ,민팃ATM,무상
4014,전자랜드 여천점,폐휴대폰,수거함 설치,전남 여수시 시청로 16 ,민팃ATM,무상
4015,전자랜드 우현점,폐휴대폰,수거함 설치,경북 포항시 북구 중앙로 442 ,민팃ATM,무상
4016,전자랜드 제주점,폐휴대폰,수거함 설치,제주 제주시 서사로 32 ,민팃ATM,무상
4017,전자랜드 합포점,폐휴대폰,수거함 설치,경남 창원시 마산합포구 해안대로 255 ,민팃ATM,무상
4018,이마트 가든파이브점,폐휴대폰,수거함 설치,서울 송파구 충민로 10 ,민팃ATM,무상
4019,이마트 검단점,폐휴대폰,수거함 설치,인천 서구 서곶로 754 ,민팃ATM,무상
4020,이마트 경기광주점,폐휴대폰,수거함 설치,경기 광주시 광주대로 30 ,민팃ATM,무상
4021,이마트 고잔점,폐휴대폰,수거함 설치,경기 안산시 단원구 원포공원1로 46 ,민팃ATM,무상
4022,이마트 과천점,폐휴대폰,수거함 설치,경기 과천시 별양상가3로 11 ,민팃ATM,무상
4023,이마트 광교점,폐휴대폰,수거함 설치,경기 수원시 영통구 광교로 191 ,민팃ATM,무상
4024,이마트 광명소하점,폐휴대폰,수거함 설치,경기 광명시 소하로 97 ,민팃ATM,무상
4025,이마트 광명점,폐휴대폰,수거함 설치,경기 광명시 오리로 970 ,민팃ATM,무상
4026,이마트 광산점,폐휴대폰,수거함 설치,광주 광산구 사암로 172 ,민팃ATM,무상
4027,이마트 구로점,폐휴대폰,수거함 설치,서울 구로구 디지털로32길 43 ,민팃ATM,무상
4028,이마트 구미점,폐휴대폰,수거함 설치,경북 구미시 구미대로 256 ,민팃ATM,무상
4029,이마트 금정점,폐휴대폰,수거함 설치,부산 금정구 중앙대로1841번길 24 ,민팃ATM,무상
4030,이마트 김해점,폐휴대폰,수거함 설치,경남 김해시 김해대로 2232 ,민팃ATM,무상
4031,이마트 남양주점,폐휴대폰,수거함 설치,경기 남양주시 늘을2로 27 ,민팃ATM,무상
4032,이마트 동백점,폐휴대폰,수거함 설치,경기 용인시 기흥구 동백죽전대로 444 ,민팃ATM,무상
4033,이마트 동인천점,폐휴대폰,수거함 설치,인천 중구 인중로 134 ,민팃ATM,무상
4034,이마트 동탄점,폐휴대폰,수거함 설치,경기 화성시 동탄중앙로 376 ,민팃ATM,무상
4035,이마트 마산점,폐휴대폰,수거함 설치,경남 창원시 마산합포구 서성로 3 ,민팃ATM,무상
4036,이마트 마포점,폐휴대폰,수거함 설치,서울 마포구 백범로 212 ,민팃ATM,무상
4037,이마트 만촌점,폐휴대폰,수거함 설치,대구 수성구 동원로 136 ,민팃ATM,무상
4038,이마트 묵동점,폐휴대폰,수거함 설치,서울 중랑구 동일로 932 ,민팃ATM,무상
4039,이마트 미아점,폐휴대폰,수거함 설치,서울 성북구 도봉로 17 ,민팃ATM,무상
4040,이마트 별내점,폐휴대폰,수거함 설치,경기 남양주시 순화궁로 167 ,민팃ATM,무상
4041,이마트 보라점,폐휴대폰,수거함 설치,경기 용인시 기흥구 한보라1로 92 ,민팃ATM,무상
4042,이마트 보령점,폐휴대폰,수거함 설치,충남 보령시 해안로 25 ,민팃ATM,무상
4043,이마트 봉선점,폐휴대폰,수거함 설치,광주 남구 봉선로 198 ,민팃ATM,무상
4044,이마트 사상점,폐휴대폰,수거함 설치,부산 사상구 광장로 17 ,민팃ATM,무상
4045,이마트 산본점,폐휴대폰,수거함 설치,경기 군포시 산본로 347 ,민팃ATM,무상
4046,이마트 상봉점,폐휴대폰,수거함 설치,서울 중랑구 상봉로 118 ,민팃ATM,무상
4047,이마트 상주점,폐휴대폰,수거함 설치,경북 상주시 경상대로 3141 ,민팃ATM,무상
4048,이마트 서귀포점,폐휴대폰,수거함 설치,제주 서귀포시 일주동로 9209 ,민팃ATM,무상
4049,이마트 서산점,폐휴대폰,수거함 설치,충남 서산시 서해로 3685 ,민팃ATM,무상
4050,이마트 서수원점,폐휴대폰,수거함 설치,경기 수원시 권선구 수인로 291 ,민팃ATM,무상
4051,이마트 성남점,폐휴대폰,수거함 설치,경기 성남시 수정구 수정로 201 ,민팃ATM,무상
4052,이마트 성서점,폐휴대폰,수거함 설치,대구 달서구 이곡동로 24 ,민팃ATM,무상
4053,이마트 속초점,폐휴대폰,수거함 설치,강원 속초시 설악금강대교로 12 ,민팃ATM,무상
4054,이마트 수색점,폐휴대폰,수거함 설치,서울 은평구 수색로 217 ,민팃ATM,무상
4055,이마트 수서점,폐휴대폰,수거함 설치,서울 강남구 광평로 280 ,민팃ATM,무상
4056,이마트 수원점,폐휴대폰,수거함 설치,경기 수원시 권선구 경수대로 270 ,민팃ATM,무상
4057,이마트 순천점,폐휴대폰,수거함 설치,전남 순천시 팔마로 191 ,민팃ATM,무상
4058,이마트 안동점,폐휴대폰,수거함 설치,경북 안동시 옥동1길 2 ,민팃ATM,무상
4059,이마트 안성점,폐휴대폰,수거함 설치,경기 안성시 중앙로 246 ,민팃ATM,무상
4060,이마트 양산점,폐휴대폰,수거함 설치,경남 양산시 양산역6길 12 ,민팃ATM,무상
4061,이마트 양재점,폐휴대폰,수거함 설치,서울 서초구 매헌로16 ,민팃ATM,무상
4062,이마트 양주점,폐휴대폰,수거함 설치,경기 양주시 평화로 1713 ,민팃ATM,무상
4063,이마트 여의도점,폐휴대폰,수거함 설치,서울 영등포구 여의동로3길 10 ,민팃ATM,무상
4064,이마트 여주점,폐휴대폰,수거함 설치,경기 여주시 세종로 151 ,민팃ATM,무상
4065,이마트 영등포점,폐휴대폰,수거함 설치,서울 영등포구 영중로 15 ,민팃ATM,무상
4066,이마트 영천점,폐휴대폰,수거함 설치,경북 영천시 최무선로 83 ,민팃ATM,무상
4067,이마트 오산점,폐휴대폰,수거함 설치,경기 오산시 경기대로 181 ,민팃ATM,무상
4068,이마트 왕십리점,폐휴대폰,수거함 설치,서울 성동구 왕십리광장로 17 ,민팃ATM,무상
4069,이마트 용산점,폐휴대폰,수거함 설치,서울 용산구 한강대로23길 55 ,민팃ATM,무상
4070,이마트 용인점,폐휴대폰,수거함 설치,경기 용인시 처인구 명지로 53 ,민팃ATM,무상
4071,이마트 울산점,폐휴대폰,수거함 설치,울산 남구 남중로 48 ,민팃ATM,무상
4072,이마트 원주점,폐휴대폰,수거함 설치,강원 원주시 북원로 1928 ,민팃ATM,무상
4073,이마트 월계점,폐휴대폰,수거함 설치,서울 노원구 마들로3길 15 ,민팃ATM,무상
4074,이마트 은평점,폐휴대폰,수거함 설치,서울 은평구 은평로 111 ,민팃ATM,무상
4075,이마트 의왕점,폐휴대폰,수거함 설치,경기 의왕시 경수대로262 ,민팃ATM,무상
4076,이마트 의정부점,폐휴대폰,수거함 설치,경기 의정부시 민락로 210 ,민팃ATM,무상
4077,이마트 이수점,폐휴대폰,수거함 설치,서울 동작구 사당로 300 ,민팃ATM,무상
4078,이마트 이천점,폐휴대폰,수거함 설치,경기 이천시 이섭대천로 1440-50 ,민팃ATM,무상
4079,이마트 자양점,폐휴대폰,수거함 설치,서울 광진구 아차산로 272 ,민팃ATM,무상
4080,이마트 죽전점,폐휴대폰,수거함 설치,경기 용인시 수지구 포은대로 552 ,민팃ATM,무상
4081,이마트 중동점,폐휴대폰,수거함 설치,경기 부천시 석천로 188 ,민팃ATM,무상
4082,이마트 진접점,폐휴대폰,수거함 설치,경기 남양주시 진접읍 금강로유연들1길 154 ,민팃ATM,무상
4083,이마트 창동점,폐휴대폰,수거함 설치,서울 도봉구 노해로65길 4 ,민팃ATM,무상
4084,이마트 창원점,폐휴대폰,수거함 설치,경남 창원시 성산구 원이대로 608 ,민팃ATM,무상
4085,이마트 천안서북점,폐휴대폰,수거함 설치,충남 천안시 서북구 삼성대로 20 ,민팃ATM,무상
4086,이마트 천안점,폐휴대폰,수거함 설치,충남 천안시 서북구 충무로 187 ,민팃ATM,무상
4087,이마트 천안터미널점,폐휴대폰,수거함 설치,충남 천안시 동남구 만남로 43 ,민팃ATM,무상
4088,이마트 춘천점,폐휴대폰,수거함 설치,강원 춘천시 경춘로 2353 ,민팃ATM,무상
4089,이마트 충주점,폐휴대폰,수거함 설치,충북 충주시 중원대로 3420 ,민팃ATM,무상
4090,이마트 칠성점,폐휴대폰,수거함 설치,대구 북구 침산로 93 ,민팃ATM,무상
4091,이마트 태백점,폐휴대폰,수거함 설치,강원 태백시 굴거랑길 4 ,민팃ATM,무상
4092,이마트 통영점,폐휴대폰,수거함 설치,경남 통영시 광도면 죽림4로 9 ,민팃ATM,무상
4093,이마트 파주점,폐휴대폰,수거함 설치,경기 파주시 당하길 10 ,민팃ATM,무상
4094,이마트 펜타포트점,폐휴대폰,수거함 설치,충남 천안시 서북구 공원로 196 ,민팃ATM,무상
4095,이마트 평촌점,폐휴대폰,수거함 설치,경기 안양시 동안구 시민대로 300 ,민팃ATM,무상
4096,이마트 평택점,폐휴대폰,수거함 설치,경기 평택시 영신로 29 ,민팃ATM,무상
4097,이마트 포천점,폐휴대폰,수거함 설치,경기 포천시 호국로 915 ,민팃ATM,무상
4098,이마트 포항점,폐휴대폰,수거함 설치,경북 포항시 남구 냉천로 10 ,민팃ATM,무상
4099,이마트 하남점,폐휴대폰,수거함 설치,경기 하남시 덕풍서로 70 ,민팃ATM,무상
4100,이마트 하월곡점,폐휴대폰,수거함 설치,서울 성북구 종암로 167 ,민팃ATM,무상
4101,이마트 화성봉담점,폐휴대폰,수거함 설치,경기 화성시 봉담읍 효행로 278 ,민팃ATM,무상
4102,이마트 흥덕점,폐휴대폰,수거함 설치,경기 용인시 기흥구 흥덕중앙로 60 ,민팃ATM,무상
4103,경기광주우체국,폐휴대폰,수거함 설치,경기 광주시 행정타운로 49-10 ,민팃ATM,무상
4104,고양덕양우체국,폐휴대폰,수거함 설치,경기 고양시 덕양구 백양로 132 ,민팃ATM,무상
4105,광명우체국,폐휴대폰,수거함 설치,경기 광명시 범안로 1017 ,민팃ATM,무상
4106,구리우체국,폐휴대폰,수거함 설치,경기 구리시 건원대로 34번길 34 ,민팃ATM,무상
4107,군포우체국,폐휴대폰,수거함 설치,경기 군포시 산본로 328 ,민팃ATM,무상
4108,김포우체국,폐휴대폰,수거함 설치,경기 김포시 김포한강11로 157 ,민팃ATM,무상
4109,남부산우체국,폐휴대폰,수거함 설치,부산 수영구 수영로 448 ,민팃ATM,무상
4110,남양주우체국,폐휴대폰,수거함 설치,경기 남양주시 경춘로 1288 ,민팃ATM,무상
4111,대구달서우체국,폐휴대폰,수거함 설치,대구 달서구 학산로 65 ,민팃ATM,무상
4112,대전우체국,폐휴대폰,수거함 설치,대전 동구 대전로 757 ,민팃ATM,무상
4113,동대구우체국,폐휴대폰,수거함 설치,대구 동구 동촌로 1 ,민팃ATM,무상
4114,동부산우체국,폐휴대폰,수거함 설치,부산 동구 조방로 15 ,민팃ATM,무상
4115,동수원우체국,폐휴대폰,수거함 설치,경기 수원시 팔달구 인계로 143 ,민팃ATM,무상
4116,부산사상우체국,폐휴대폰,수거함 설치,부산 사상구 사상로 165 ,민팃ATM,무상
4117,부산사하우체국,폐휴대폰,수거함 설치,부산 사하구 다대로 166 ,민팃ATM,무상
4118,부천우체국,폐휴대폰,수거함 설치,경기 부천시 소향로 103 ,민팃ATM,무상
4119,북대구우체국,폐휴대폰,수거함 설치,대구 북구 구암로 65길 38 ,민팃ATM,무상
4120,삼척우체국,폐휴대폰,수거함 설치,강원 삼척시 진주로 36 ,민팃ATM,무상
4121,서대전우체국,폐휴대폰,수거함 설치,대전 중구 계룡로 914 ,민팃ATM,무상
4122,서수원우체국,폐휴대폰,수거함 설치,경기 수원시 권선구 호매실로 22-55 ,민팃ATM,무상
4123,서울강동우체국,폐휴대폰,수거함 설치,서울 강동구 양재대로 112길 57 ,민팃ATM,무상
4124,서울강서우체국,폐휴대폰,수거함 설치,서울 강서구 강서로 448 ,민팃ATM,무상
4125,서울관악우체국,폐휴대폰,수거함 설치,서울 관악구 남부순환로 1643 ,민팃ATM,무상
4126,성남우체국,폐휴대폰,수거함 설치,경기 성남시 수정구 산성대로 305 ,민팃ATM,무상
4127,수원우체국,폐휴대폰,수거함 설치,경기 수원시 장안구 천천로 94 ,민팃ATM,무상
4128,시흥우체국,폐휴대폰,수거함 설치,경기 시흥시 공단 1대로 241 ,민팃ATM,무상
4129,안산우체국,폐휴대폰,수거함 설치,경기 안산시 단원구 중앙대로 815 ,민팃ATM,무상
4130,안성우체국,폐휴대폰,수거함 설치,경기 안성시 아양로 12 ,민팃ATM,무상
4131,용인수지우체국,폐휴대폰,수거함 설치,경기 용인시 수지구 문정로 3 ,민팃ATM,무상
4132,용인우체국,폐휴대폰,수거함 설치,경기 용인시 처인구 중부대로1161번길 73 ,민팃ATM,무상
4133,이마트 강릉점,폐휴대폰,수거함 설치,강원 강릉시 경강로 2398-10 ,민팃ATM,무상
4134,이마트 경산점,폐휴대폰,수거함 설치,경북 경산시 옥산로 227 ,민팃ATM,무상
4135,이마트 광주점,폐휴대폰,수거함 설치,광주 서구 죽봉대로 61 ,민팃ATM,무상
4136,이마트 군산점,폐휴대폰,수거함 설치,전북 군산시 구암3.1로 137 ,민팃ATM,무상
4137,이마트 김천점,폐휴대폰,수거함 설치,경북 김천시 시청로 75 ,민팃ATM,무상
4138,이마트 남원점,폐휴대폰,수거함 설치,전북 남원시 남문로 385-16 ,민팃ATM,무상
4139,이마트 다산점,폐휴대폰,수거함 설치,경기 남양주시 도농로 24 ,민팃ATM,무상
4140,이마트 대전터미널점,폐휴대폰,수거함 설치,대전 동구 동서대로 1689 ,민팃ATM,무상
4141,이마트 동구미점,폐휴대폰,수거함 설치,경북 구미시 이계북로 23 ,민팃ATM,무상
4142,이마트 동해점,폐휴대폰,수거함 설치,강원 동해시 천곡로 100 ,민팃ATM,무상
4143,이마트 둔산점,폐휴대폰,수거함 설치,대전 서구 둔산북로 41 ,민팃ATM,무상
4144,이마트 목포점,폐휴대폰,수거함 설치,전남 목포시 옥암로 138 ,민팃ATM,무상
4145,이마트 문현점,폐휴대폰,수거함 설치,부산 남구 전포대로91번길 47 ,민팃ATM,무상
4146,이마트 반야월점,폐휴대폰,수거함 설치,대구 동구 안심로 389-2 ,민팃ATM,무상
4147,이마트 부천점,폐휴대폰,수거함 설치,경기 부천시 부천로 지하 1-1 ,민팃ATM,무상
4148,이마트 사천점,폐휴대폰,수거함 설치,경남 사천시 삼천포대교로 591 ,민팃ATM,무상
4149,이마트 성수점,폐휴대폰,수거함 설치,서울 성동구 뚝섬로 379 ,민팃ATM,무상
4150,이마트 세종점,폐휴대폰,수거함 설치,세종특별자치시 금송로 687 ,민팃ATM,무상
4151,이마트 신제주점,폐휴대폰,수거함 설치,제주특별자치도 제주시 1100로 3348 ,민팃ATM,무상
4152,이마트 신촌점,폐휴대폰,수거함 설치,서울 마포구 신촌로 94 ,민팃ATM,무상
4153,이마트 아산점,폐휴대폰,수거함 설치,충남 아산시 온천대로 1678 ,민팃ATM,무상
4154,이마트 에코시티점,폐휴대폰,수거함 설치,전북 전주시 덕진구 세병서로 9 ,민팃ATM,무상
4155,이마트 여수점,폐휴대폰,수거함 설치,전남 여수시 좌수영로 277 ,민팃ATM,무상
4156,이마트 역삼점,폐휴대폰,수거함 설치,서울 강남구 역삼로 310 ,민팃ATM,무상
4157,이마트 연수점,폐휴대폰,수거함 설치,인천 연수구 경원대로 184 ,민팃ATM,무상
4158,이마트 연제점,폐휴대폰,수거함 설치,부산 연제구 연수로 89 ,민팃ATM,무상
