순번,상호명,수거종류,수거방법,수거장소(주소),장소구분,수거비용
4518,롯데하이마트 소하점,폐휴대폰,수거함 설치,경기 광명시 오리로 506 ,민팃ATM,무상
4519,롯데하이마트 속초점,폐휴대폰,수거함 설치,강원 속초시 동해대로 4133 ,민팃ATM,무상
4520,롯데하이마트 송정점,폐휴대폰,수거함 설치,강원 강릉시 경강로 2385 ,민팃ATM,무상
4521,롯데하이마트 송탄점,폐휴대폰,수거함 설치,경기 평택시 서정역로36번길 107 ,민팃ATM,무상
4522,롯데하이마트 송현점,폐휴대폰,수거함 설치,대구 달서구 구마로 244 ,민팃ATM,무상
4523,롯데하이마트 신도시고잔점,폐휴대폰,수거함 설치,경기 안산시 단원구 광덕대로 198 ,민팃ATM,무상
4524,롯데하이마트 신천점,폐휴대폰,수거함 설치,경기 시흥시 수인로 3299 ,민팃ATM,무상
4525,롯데하이마트 쌍문점,폐휴대폰,수거함 설치,서울 도봉구 도봉로 539 ,민팃ATM,무상
4526,롯데하이마트 쌍용점,폐휴대폰,수거함 설치,충남 천안시 서북구 불당대로 280 ,민팃ATM,무상
4527,롯데하이마트 아산점,폐휴대폰,수거함 설치,충남 아산시 온천대로 1684 ,민팃ATM,무상
4528,롯데하이마트 아차산역점,폐휴대폰,수거함 설치,서울 광진구 천호대로 670 ,민팃ATM,무상
4529,롯데하이마트 안산롯데백화점점,폐휴대폰,수거함 설치,경기 안산시 단원구 중앙대로 873 ,민팃ATM,무상
4530,롯데하이마트 안성점,폐휴대폰,수거함 설치,경기 안성시 중앙로 264 ,민팃ATM,무상
4531,롯데하이마트 안양점,폐휴대폰,수거함 설치,경기 안양시 만안구 안양로 244 ,민팃ATM,무상
4532,롯데하이마트 여수점,폐휴대폰,수거함 설치,전남 여수시 좌수영로 432 ,민팃ATM,무상
4533,롯데하이마트 연수점,폐휴대폰,수거함 설치,인천 연수구 청능대로 64 ,민팃ATM,무상
4534,롯데하이마트 연향점,폐휴대폰,수거함 설치,전남 순천시 충효로 55 ,민팃ATM,무상
4535,롯데하이마트 영종점,폐휴대폰,수거함 설치,인천 중구 자연대로 145 ,민팃ATM,무상
4536,롯데하이마트 오광장점,폐휴대폰,수거함 설치,경북 포항시 북구 포스코대로 284 ,민팃ATM,무상
4537,롯데하이마트 오목교점,폐휴대폰,수거함 설치,서울 양천구 신목로 106 ,민팃ATM,무상
4538,롯데하이마트 오정점,폐휴대폰,수거함 설치,경기 부천시 소사로 672 ,민팃ATM,무상
4539,롯데하이마트 용두점,폐휴대폰,수거함 설치,서울 동대문구 고산자로 414 ,민팃ATM,무상
4540,롯데하이마트 용인점,폐휴대폰,수거함 설치,경기 용인시 처인구 중부대로 1287 ,민팃ATM,무상
4541,롯데하이마트 용전점,폐휴대폰,수거함 설치,대전 동구 한밭대로 1262 ,민팃ATM,무상
4542,롯데하이마트 울산대점,폐휴대폰,수거함 설치,울산 남구 대학로 153 ,민팃ATM,무상
4543,롯데하이마트 울산점,폐휴대폰,수거함 설치,울산 남구 삼산로 238 ,민팃ATM,무상
4544,롯데하이마트 월드타워점,폐휴대폰,수거함 설치,서울 송파구 올림픽로 300 ,민팃ATM,무상
4545,롯데하이마트 유성온천점,폐휴대폰,수거함 설치,대전 유성구 도안대로 569 ,민팃ATM,무상
4546,롯데하이마트 유성점,폐휴대폰,수거함 설치,대전 유성구 유성대로 808 ,민팃ATM,무상
4547,롯데하이마트 유천점,폐휴대폰,수거함 설치,대전 중구 계백로 1538 ,민팃ATM,무상
4548,롯데하이마트 율량점,폐휴대폰,수거함 설치,충북 청주시 청원구 주성로 158 ,민팃ATM,무상
4549,롯데하이마트 익산롯데마트점,폐휴대폰,수거함 설치,전북 익산시 무왕로 1053 ,민팃ATM,무상
4550,롯데하이마트 일도점,폐휴대폰,수거함 설치,제주특별자치도 제주시 연삼로 423 ,민팃ATM,무상
4551,롯데하이마트 정림점,폐휴대폰,수거함 설치,대전 서구 계백로 1338 ,민팃ATM,무상
4552,롯데하이마트 정읍점,폐휴대폰,수거함 설치,전북 정읍시 서부산업도로 351 ,민팃ATM,무상
4553,롯데하이마트 죽전점,폐휴대폰,수거함 설치,대구 달서구 달구벌대로 1567 ,민팃ATM,무상
4554,롯데하이마트 증포점,폐휴대폰,수거함 설치,경기 이천시 이섭대천로 1434 ,민팃ATM,무상
4555,롯데하이마트 청구점,폐휴대폰,수거함 설치,서울 중구 다산로 210 ,민팃ATM,무상
4556,롯데하이마트 청주터미널점,폐휴대폰,수거함 설치,충북 청주시 흥덕구 강서로 126 ,민팃ATM,무상
4557,롯데하이마트 춘천롯데마트점,폐휴대폰,수거함 설치,강원 춘천시 방송길 84 ,민팃ATM,무상
4558,롯데하이마트 탄금점,폐휴대폰,수거함 설치,충북 충주시 탄금대로 149 ,민팃ATM,무상
4559,롯데하이마트 탄현점,폐휴대폰,수거함 설치,경기 고양시 일산서구 경의로 858 ,민팃ATM,무상
4560,롯데하이마트 통영점,폐휴대폰,수거함 설치,경남 통영시 무전대로 61 ,민팃ATM,무상
4561,롯데하이마트 평택세교점,폐휴대폰,수거함 설치,경기 평택시 경기대로 669 ,민팃ATM,무상
4562,롯데하이마트 풍무점,폐휴대폰,수거함 설치,경기 김포시 김포대로 735 ,민팃ATM,무상
4563,롯데하이마트 합포점,폐휴대폰,수거함 설치,경남 창원시 마산합포구 해안대로 242 ,민팃ATM,무상
4564,롯데하이마트 해운대점,폐휴대폰,수거함 설치,부산 해운대구 해운대로767번길 8 ,민팃ATM,무상
4565,롯데하이마트 홍천점,폐휴대폰,수거함 설치,강원 홍천군 홍천읍 홍천로 318 ,민팃ATM,무상
4566,롯데하이마트 효문점,폐휴대폰,수거함 설치,울산 북구 명촌23길 1 ,민팃ATM,무상
4567,롯데하이마트 효자점,폐휴대폰,수거함 설치,전북 전주시 완산구 백제대로 106 ,민팃ATM,무상
4568,롯데하이마트 경북대점,폐휴대폰,수거함 설치,대구 북구 대학로 151 ,민팃ATM,무상
4569,롯데하이마트 광복롯데몰점,폐휴대폰,수거함 설치,부산 중구 중앙대로 2 ,민팃ATM,무상
4570,롯데하이마트 광천점,폐휴대폰,수거함 설치,광주 서구 죽봉대로 122 ,민팃ATM,무상
4571,롯데하이마트 구미롯데마트점,폐휴대폰,수거함 설치,경북 구미시 구미대로22길 11 ,민팃ATM,무상
4572,롯데하이마트 김천롯데마트점,폐휴대폰,수거함 설치,경북 김천시 시청로 80 ,민팃ATM,무상
4573,롯데하이마트 김천점,폐휴대폰,수거함 설치,경북 김천시 자산로 198 ,민팃ATM,무상
4574,롯데하이마트 내당점,폐휴대폰,수거함 설치,대구 서구 달구벌대로 1849 ,민팃ATM,무상
4575,롯데하이마트 노서점,폐휴대폰,수거함 설치,경북 경주시 금성로 262 ,민팃ATM,무상
4576,롯데하이마트 논산점,폐휴대폰,수거함 설치,충남 논산시 중앙로 395 ,민팃ATM,무상
4577,롯데하이마트 단구점,폐휴대폰,수거함 설치,강원 원주시 서원대로 455 ,민팃ATM,무상
4578,롯데하이마트 대구율하점,폐휴대폰,수거함 설치,대구 동구 안심로 58 ,민팃ATM,무상
4579,롯데하이마트 대잠점,폐휴대폰,수거함 설치,경북 포항시 남구 새천년대로 424 ,민팃ATM,무상
4580,롯데하이마트 덕천점,폐휴대폰,수거함 설치,부산 북구 만덕대로 45 ,민팃ATM,무상
4581,롯데하이마트 동해점,폐휴대폰,수거함 설치,강원 동해시 중앙로 197 ,민팃ATM,무상
4582,롯데하이마트 동해점,폐휴대폰,수거함 설치,강원 삼척시 사대안길 66 ,민팃ATM,무상
4583,롯데하이마트 만촌점,폐휴대폰,수거함 설치,대구 수성구 화랑로 114 ,민팃ATM,무상
4584,롯데하이마트 목포점,폐휴대폰,수거함 설치,전남 목포시 하당로 272 ,민팃ATM,무상
4585,롯데하이마트 문경점,폐휴대폰,수거함 설치,경북 문경시 당교로 260 ,민팃ATM,무상
4586,롯데하이마트 복산점,폐휴대폰,수거함 설치,울산 중구 서원1길 2 ,민팃ATM,무상
4587,롯데하이마트 부산교대역점,폐휴대폰,수거함 설치,부산 연제구 중앙대로 1178 ,민팃ATM,무상
4588,롯데하이마트 사상롯데마트점,폐휴대폰,수거함 설치,부산 사상구 낙동대로 733 ,민팃ATM,무상
4589,롯데하이마트 산곡점,폐휴대폰,수거함 설치,인천 부평구 마장로 345 ,민팃ATM,무상
4590,롯데하이마트 상주점,폐휴대폰,수거함 설치,경북 상주시 경상대로 3085 ,민팃ATM,무상
4591,롯데하이마트 서수원점,폐휴대폰,수거함 설치,경기 수원시 권선구 서부로 1864 ,민팃ATM,무상
4592,롯데하이마트 세이점,폐휴대폰,수거함 설치,대전 중구 계백로 1700 ,민팃ATM,무상
4593,롯데하이마트 수원롯데몰점,폐휴대폰,수거함 설치,경기 수원시 권선구 세화로 134 ,민팃ATM,무상
4594,롯데하이마트 수원점,폐휴대폰,수거함 설치,경기 수원시 권선구 경수대로 386 ,민팃ATM,무상
4595,롯데하이마트 신월성점,폐휴대폰,수거함 설치,대구 달서구 조암로 23 ,민팃ATM,무상
4596,롯데하이마트 신제주점,폐휴대폰,수거함 설치,제주특별자치도 제주시 도령로 16 ,민팃ATM,무상
4597,롯데하이마트 안동옥동점,폐휴대폰,수거함 설치,경북 안동시 경북대로 360 ,민팃ATM,무상
4598,롯데하이마트 안양대교점,폐휴대폰,수거함 설치,경기 안양시 만안구 안양로 385 ,민팃ATM,무상
4599,롯데하이마트 압구정점,폐휴대폰,수거함 설치,서울 강남구 도산대로 173 ,민팃ATM,무상
4600,롯데하이마트 영대병원네거리점,폐휴대폰,수거함 설치,대구 남구 봉덕로 23 ,민팃ATM,무상
4601,롯데하이마트 영주점,폐휴대폰,수거함 설치,경북 영주시 영주로 77 ,민팃ATM,무상
4602,롯데하이마트 영천점,폐휴대폰,수거함 설치,경북 영천시 완산로 62 ,민팃ATM,무상
4603,롯데하이마트 오천점,폐휴대폰,수거함 설치,경북 포항시 남구 오천읍 하원로 57 ,민팃ATM,무상
4604,롯데하이마트 왜관점,폐휴대폰,수거함 설치,경북 칠곡군 왜관읍 중앙로 76 ,민팃ATM,무상
4605,롯데하이마트 용봉점,폐휴대폰,수거함 설치,광주 북구 설죽로 241 ,민팃ATM,무상
4606,롯데하이마트 우현점,폐휴대폰,수거함 설치,경북 포항시 북구 새천년대로 906 ,민팃ATM,무상
4607,롯데하이마트 울산롯데마트점,폐휴대폰,수거함 설치,울산 남구 삼산로 74 ,민팃ATM,무상
4608,롯데하이마트 월배점,폐휴대폰,수거함 설치,대구 달서구 월배로 59 ,민팃ATM,무상
4609,롯데하이마트 이천점,폐휴대폰,수거함 설치,경기 이천시 경충대로 2537 ,민팃ATM,무상
4610,롯데하이마트 인동점,폐휴대폰,수거함 설치,경북 구미시 인동북길 59 ,민팃ATM,무상
4611,롯데하이마트 장량점,폐휴대폰,수거함 설치,경북 포항시 북구 천마로 23 ,민팃ATM,무상
4612,롯데하이마트 제천점,폐휴대폰,수거함 설치,충북 제천시 의림대로 261 ,민팃ATM,무상
4613,롯데하이마트 중화산점,폐휴대폰,수거함 설치,전북 전주시 완산구 백제대로 346 ,민팃ATM,무상
4614,롯데하이마트 지산점,폐휴대폰,수거함 설치,경북 구미시 야은로 668 ,민팃ATM,무상
4615,롯데하이마트 칠곡점,폐휴대폰,수거함 설치,대구 북구 동천로23길 68 ,민팃ATM,무상
4616,롯데하이마트 침산점,폐휴대폰,수거함 설치,대구 북구 중앙대로 598 ,민팃ATM,무상
4617,롯데하이마트 판암점,폐휴대폰,수거함 설치,대전 동구 옥천로 87 ,민팃ATM,무상
4618,롯데하이마트 평리점,폐휴대폰,수거함 설치,대구 서구 국채보상로 228 ,민팃ATM,무상
4619,롯데하이마트 하양점,폐휴대폰,수거함 설치,경북 경산시 하양읍 하양역길 7 ,민팃ATM,무상
4620,롯데하이마트 현풍점,폐휴대폰,수거함 설치,대구 달성군 현풍읍 테크노대로 15 ,민팃ATM,무상
4621,롯데하이마트 홍성점,폐휴대폰,수거함 설치,충남 홍성군 홍성읍 내포로 153 ,민팃ATM,무상
4622,롯데하이마트 황금점,폐휴대폰,수거함 설치,대구 수성구 동대구로 124 ,민팃ATM,무상
4623,롯데하이마트 황성점,폐휴대폰,수거함 설치,경북 경주시 원지길 46 ,민팃ATM,무상
4624,롯데하이마트 대구율하점,폐휴대폰,수거함 설치,대구 동구 안심로 80 ,민팃ATM,무상
4625,롯데하이마트 분평점,폐휴대폰,수거함 설치,충북 청주시 서원구 1순환로 1120 ,민팃ATM,무상
4626,롯데하이마트 안산선부점,폐휴대폰,수거함 설치,경기 안산시 단원구 선부광장로 41 ,민팃ATM,무상
4627,롯데하이마트 경산점,폐휴대폰,수거함 설치,경북 경산시 대학로 74 ,민팃ATM,무상
4628,롯데하이마트 둔산점,폐휴대폰,수거함 설치,대전 서구 대덕대로 255 ,민팃ATM,무상
4629,롯데하이마트 메가스토어마산역점,폐휴대폰,수거함 설치,경남 창원시 마산회원구 3.15대로 624 ,민팃ATM,무상
4630,롯데하이마트 부천중동점,폐휴대폰,수거함 설치,경기 부천시 길주로 255 ,민팃ATM,무상
4631,롯데하이마트 주안점,폐휴대폰,수거함 설치,인천 미추홀구 경원대로 757 ,민팃ATM,무상
4632,메가스토어 주엽점,폐휴대폰,수거함 설치,경기 고양시 일산서구 중앙로 1388 ,민팃ATM,무상
4633,동두천 롯데마트점,폐휴대폰,수거함 설치,경기 동두천시 평화로2169번길 21 ,민팃ATM,무상
4634,롯데하이마트 가락점,폐휴대폰,수거함 설치,서울 송파구 중대로 222 ,민팃ATM,무상
4635,롯데하이마트 검단점,폐휴대폰,수거함 설치,인천 서구 서곶로 778 ,민팃ATM,무상
4636,롯데하이마트 경기광주역점,폐휴대폰,수거함 설치,경기 광주시 포은대로 792 ,민팃ATM,무상
4637,롯데하이마트 경기광주점,폐휴대폰,수거함 설치,경기 광주시 이배재로 8 ,민팃ATM,무상
4638,롯데하이마트 고현점,폐휴대폰,수거함 설치,경남 거제시 고현로 134 ,민팃ATM,무상
4639,롯데하이마트 교동점,폐휴대폰,수거함 설치,강원 강릉시 교동 1742 ,민팃ATM,무상
4640,롯데하이마트 구성점,폐휴대폰,수거함 설치,경기 용인시 기흥구 용구대로 2444 ,민팃ATM,무상
4641,롯데하이마트 금오점,폐휴대폰,수거함 설치,경기 의정부시 금오로 12-23 ,민팃ATM,무상
4642,롯데하이마트 금촌점,폐휴대폰,수거함 설치,경기 파주시 중앙로 202 ,민팃ATM,무상
4643,롯데하이마트 김해내동점,폐휴대폰,수거함 설치,경남 김해시 구지로 36 ,민팃ATM,무상
4644,롯데하이마트 난곡점,폐휴대폰,수거함 설치,서울 금천구 남부순환로 1406 ,민팃ATM,무상
4645,롯데하이마트 남양점,폐휴대폰,수거함 설치,경기 화성시 남양읍 남양성지로 69 ,민팃ATM,무상
4646,롯데하이마트 남원점,폐휴대폰,수거함 설치,전북 남원시 의총로 91 ,민팃ATM,무상
4647,롯데하이마트 남천점,폐휴대폰,수거함 설치,부산 수영구 광남로 2 ,민팃ATM,무상
4648,롯데하이마트 내서점,폐휴대폰,수거함 설치,경남 창원시 마산회원구 내서읍 함마대로 2788 ,민팃ATM,무상
4649,롯데하이마트 단계점,폐휴대폰,수거함 설치,강원 원주시 북원로 2374 ,민팃ATM,무상
4650,롯데하이마트 당동점,폐휴대폰,수거함 설치,경기 군포시 군포로 547 ,민팃ATM,무상
4651,롯데하이마트 대연점,폐휴대폰,수거함 설치,부산 남구 수영로 182 ,민팃ATM,무상
4652,롯데하이마트 대전시청점,폐휴대폰,수거함 설치,대전 서구 둔산동 1421 ,민팃ATM,무상
4653,롯데하이마트 도계점,폐휴대폰,수거함 설치,경남 창원시 의창구 원이대로103번길 1 ,민팃ATM,무상
4654,롯데하이마트 도동점,폐휴대폰,수거함 설치,경남 진주시 대신로 284 ,민팃ATM,무상
4655,롯데하이마트 동광양점,폐휴대폰,수거함 설치,전남 광양시 중마중앙로 36 ,민팃ATM,무상
4656,롯데하이마트 동두천점,폐휴대폰,수거함 설치,경기 동두천시 평화로 2333 ,민팃ATM,무상
4657,롯데하이마트 명지점,폐휴대폰,수거함 설치,부산 강서구 명지국제9로 42 ,민팃ATM,무상
4658,롯데하이마트 모란점,폐휴대폰,수거함 설치,경기 성남시 중원구 둔촌대로 99 ,민팃ATM,무상
4659,롯데하이마트 목동점,폐휴대폰,수거함 설치,서울 양천구 등촌로 10 ,민팃ATM,무상
4660,롯데하이마트 미아사거리점,폐휴대폰,수거함 설치,서울 강북구 도봉로 10 ,민팃ATM,무상
4661,롯데하이마트 미아점,폐휴대폰,수거함 설치,서울 강북구 도봉로 147 ,민팃ATM,무상
4662,롯데하이마트 민락점,폐휴대폰,수거함 설치,경기 의정부시 천보로 73 ,민팃ATM,무상
4663,롯데하이마트 밀양점,폐휴대폰,수거함 설치,경남 밀양시 중앙로 442 ,민팃ATM,무상
4664,롯데하이마트 발안점,폐휴대폰,수거함 설치,경기 화성시 향남읍 장짐리 268-1 ,민팃ATM,무상
4665,롯데하이마트 병점점,폐휴대폰,수거함 설치,경기 화성시 효행로 991 ,민팃ATM,무상
4666,롯데하이마트 봉담점,폐휴대폰,수거함 설치,경기 화성시 봉담읍 효행로 306 ,민팃ATM,무상
4667,롯데하이마트 봉선점,폐휴대폰,수거함 설치,광주 남구 봉선로 56 ,민팃ATM,무상
4668,롯데하이마트 부산역점,폐휴대폰,수거함 설치,부산 중구 중앙대로 157 ,민팃ATM,무상
4669,롯데하이마트 부송점점,폐휴대폰,수거함 설치,전북 익산시 무왕로 1163 ,민팃ATM,무상
4670,롯데하이마트 부안점,폐휴대폰,수거함 설치,전북 부안군 석정로 247 ,민팃ATM,무상
4671,롯데하이마트 북변점,폐휴대폰,수거함 설치,김포시 김포대로 1121 ,민팃ATM,무상
4672,롯데하이마트 비산사거리점,폐휴대폰,수거함 설치,경기 안양시 동안구 경수대로 909 ,민팃ATM,무상
4673,롯데하이마트 삼선교점,폐휴대폰,수거함 설치,서울 성북구 동소문동3가 76 ,민팃ATM,무상
4674,롯데하이마트 상록수점,폐휴대폰,수거함 설치,경기 안산시 상록구 용신로 359 ,민팃ATM,무상
4675,롯데하이마트 상일IC점,폐휴대폰,수거함 설치,경기 안양시 동안구 경수대로 909 ,민팃ATM,무상
4676,롯데하이마트 석관점,폐휴대폰,수거함 설치,서울 성북구 한천로 573 ,민팃ATM,무상
4677,롯데하이마트 성남시청점,폐휴대폰,수거함 설치,경기 성남시 중원구 성남대로 981 ,민팃ATM,무상
4678,롯데하이마트 소사점,폐휴대폰,수거함 설치,경기 부천시 소사로 245 ,민팃ATM,무상
4679,롯데하이마트 송우점,폐휴대폰,수거함 설치,경기 포천시 소흘읍 솔모루로 26 ,민팃ATM,무상
4680,롯데하이마트 수완점,폐휴대폰,수거함 설치,광주 광산구 장신로 91 ,민팃ATM,무상
4681,롯데하이마트 수지점,폐휴대폰,수거함 설치,경기 용인시 수지구 포은대로 317 ,민팃ATM,무상
4682,롯데하이마트 수진점,폐휴대폰,수거함 설치,경기 성남시 수정구 산성대로 229 ,민팃ATM,무상
4683,롯데하이마트 신림점,폐휴대폰,수거함 설치,서울 관악구 봉천로 224 ,민팃ATM,무상
4684,롯데하이마트 안산터미널점,폐휴대폰,수거함 설치,경기 안산시 상록구 충장로 427 ,민팃ATM,무상
4685,롯데하이마트 양산점,폐휴대폰,수거함 설치,경남 양산시 서일동1길 16 ,민팃ATM,무상
4686,롯데하이마트 언양점,폐휴대폰,수거함 설치,울산 울주군 삼남읍 교동리 1597-10 ,민팃ATM,무상
4687,롯데하이마트 역곡점,폐휴대폰,수거함 설치,경기 부천시 경인로 535 ,민팃ATM,무상
4688,롯데하이마트 오리점,폐휴대폰,수거함 설치,경기 성남시 분당구 구미로 5 ,민팃ATM,무상
4689,롯데하이마트 오산세교점,폐휴대폰,수거함 설치,경기 오산시 경기대로 617 ,민팃ATM,무상
4690,롯데하이마트 옥정점,폐휴대폰,수거함 설치,경기 양주시 고덕로 357 ,민팃ATM,무상
4691,롯데하이마트 옥포점,폐휴대폰,수거함 설치,경남 거제시 거제대로 3710 ,민팃ATM,무상
4692,롯데하이마트 원성점,폐휴대폰,수거함 설치,충남 천안시 동남구 충절로 223 ,민팃ATM,무상
4693,롯데하이마트 의왕롯데마트점,폐휴대폰,수거함 설치,경기 의왕시 계원대학로 7 ,민팃ATM,무상
4694,롯데하이마트 의왕점,폐휴대폰,수거함 설치,경기 수원시 권선구 경수대로 365 ,민팃ATM,무상
4695,롯데하이마트 의정부점,폐휴대폰,수거함 설치,경기 의정부시 시민로 54 ,민팃ATM,무상
4696,롯데하이마트 잠실점,폐휴대폰,수거함 설치,서울 송파구 올림픽로 240 ,민팃ATM,무상
4697,롯데하이마트 정자사거리점,폐휴대폰,수거함 설치,경기 수원시 장안구 수성로 286 ,민팃ATM,무상
4698,롯데하이마트 제주점,폐휴대폰,수거함 설치,제주특별자치도 제주시 서사로 15 ,민팃ATM,무상
4699,롯데하이마트 종암점,폐휴대폰,수거함 설치,서울 성북구 종암로 114 ,민팃ATM,무상
4700,롯데하이마트 주월점,폐휴대폰,수거함 설치,광주 남구 금화로 403 ,민팃ATM,무상
4701,롯데하이마트 진접점,폐휴대폰,수거함 설치,경기 남양주시 진접읍 연평리 113-1 ,민팃ATM,무상
4702,롯데하이마트 진주성점,폐휴대폰,수거함 설치,경남 진주시 진양호로 518 ,민팃ATM,무상
4703,롯데하이마트 진해점,폐휴대폰,수거함 설치,경남 창원시 진해구 충장로 382 ,민팃ATM,무상
4704,롯데하이마트 창동점,폐휴대폰,수거함 설치,서울 도봉구 노해로 397 ,민팃ATM,무상
4705,롯데하이마트 천호역점,폐휴대폰,수거함 설치,서울 송파구 올림픽로 619 ,민팃ATM,무상
4706,롯데하이마트 청량리점,폐휴대폰,수거함 설치,서울 동대문구 왕산로 214 ,민팃ATM,무상
4707,롯데하이마트 충주연수점,폐휴대폰,수거함 설치,충북 충주시 계명대로 214 ,민팃ATM,무상
4708,롯데하이마트 평촌점,폐휴대폰,수거함 설치,경기 안양시 동안구 흥안대로 435 ,민팃ATM,무상
4709,롯데하이마트 평택점,폐휴대폰,수거함 설치,경기 평택시 서동대로 3887 ,민팃ATM,무상
4710,롯데하이마트 포천점,폐휴대폰,수거함 설치,경기 포천시 호국로 1411 ,민팃ATM,무상
4711,롯데하이마트 하당점,폐휴대폰,수거함 설치,전남 목포시 통일대로 32 ,민팃ATM,무상
4712,롯데하이마트 한강신도시점,폐휴대폰,수거함 설치,경기 김포시 김포한강1로 75 ,민팃ATM,무상
4713,롯데하이마트 화순점,폐휴대폰,수거함 설치,전남 화순군 화순읍 쌍충로66 ,민팃ATM,무상
4714,롯데하이마트 회룡역점,폐휴대폰,수거함 설치,경기 의정부시 평화로 394 ,민팃ATM,무상
4715,삼성스토어 센텀,폐휴대폰,수거함 설치,부산 해운대구 해운대로 207 ,민팃ATM,무상
4716,연수 롯데마트점,폐휴대폰,수거함 설치,인천 연수구 청능대로 87 ,민팃ATM,무상
4717,진장 롯데마트점,폐휴대폰,수거함 설치,울산 북구 진장유통로 64 ,민팃ATM,무상
4718,하미마트 판교롯데마트점,폐휴대폰,수거함 설치,경기 성남시 분당구 대왕판교로606번길 58 ,민팃ATM,무상
4719,롯데마트 검단점,폐휴대폰,수거함 설치,인천 서구 원당대로 581 ,민팃ATM,무상
4720,롯데마트 경기양평점,폐휴대폰,수거함 설치,경기 양평군 양평읍 남북로 76 ,민팃ATM,무상
4721,롯데마트 계양점,폐휴대폰,수거함 설치,인천 계양구 장제로 822 ,민팃ATM,무상
4722,롯데마트 고양점,폐휴대폰,수거함 설치,경기 고양시 덕양구 충장로 150 ,민팃ATM,무상
4723,롯데마트 광교점,폐휴대폰,수거함 설치,경기 수원시 영통구 이의동 1332 ,민팃ATM,무상
4724,롯데마트 군산점,폐휴대폰,수거함 설치,전북 군산시 수송로 185 ,민팃ATM,무상
4725,롯데마트 권선점,폐휴대폰,수거함 설치,경기 수원시 권선구 동수원로 232 ,민팃ATM,무상
4726,롯데마트 금천점,폐휴대폰,수거함 설치,서울 금천구 시흥대로 291 ,민팃ATM,무상
4727,롯데마트 김포공항점,폐휴대폰,수거함 설치,서울 강서구 하늘길 38 ,민팃ATM,무상
4728,롯데마트 김포한강점,폐휴대폰,수거함 설치,경기 김포시 김포한강2로 41 ,민팃ATM,무상
4729,롯데마트 나주점,폐휴대폰,수거함 설치,전남 나주시 내동길 15 ,민팃ATM,무상
4730,롯데마트 남악점,폐휴대폰,수거함 설치,전남 무안군 삼향읍 남악로162번길 80 ,민팃ATM,무상
4731,롯데마트 남원점,폐휴대폰,수거함 설치,전북 남원시 춘향로 96 ,민팃ATM,무상
4732,롯데마트 노은점,폐휴대폰,수거함 설치,대전 유성구 북유성대로 206 ,민팃ATM,무상
4733,롯데마트 당진점,폐휴대폰,수거함 설치,충남 당진시 정안로 20 ,민팃ATM,무상
4734,롯데마트 대덕점,폐휴대폰,수거함 설치,대전 유성구 테크노중앙로 14 ,민팃ATM,무상
4735,롯데마트 덕소점,폐휴대폰,수거함 설치,경기 남양주시 와부읍 덕소로97번길 33 ,민팃ATM,무상
4736,롯데마트 동두천점,폐휴대폰,수거함 설치,경기 동두천시 평화로2169번길 21 ,민팃ATM,무상
4737,롯데마트 롯데몰수지점,폐휴대폰,수거함 설치,경기 용인시 수지구 성복2로 38 ,민팃ATM,무상
4738,롯데마트 마석점,폐휴대폰,수거함 설치,경기 남양주시 화도읍 경춘로 1992 ,민팃ATM,무상
4739,롯데마트 부평역점,폐휴대폰,수거함 설치,인천 부평구 광장로 16 ,민팃ATM,무상
4740,롯데마트 부평점,폐휴대폰,수거함 설치,인천 부평구 마장로 296 ,민팃ATM,무상
4741,롯데마트 삼산점,폐휴대폰,수거함 설치,인천 부평구 길주로 623 ,민팃ATM,무상
4742,롯데마트 삼양점,폐휴대폰,수거함 설치,서울 강북구 삼양로 247 ,민팃ATM,무상
4743,롯데마트 상당점,폐휴대폰,수거함 설치,충북 청주시 상당구 용암북로160번길 60 ,민팃ATM,무상
4744,롯데마트 상록점,폐휴대폰,수거함 설치,경기 안산시 상록구 반석로 8 ,민팃ATM,무상
4745,롯데마트 서초점,폐휴대폰,수거함 설치,서울 서초구 서초대로38길 12 ,민팃ATM,무상
4746,롯데마트 석사점,폐휴대폰,수거함 설치,강원 춘천시 세실로 108 ,민팃ATM,무상
4747,롯데마트 선부점,폐휴대폰,수거함 설치,경기 안산시 단원구 달미로 64 ,민팃ATM,무상
4748,롯데마트 송도점,폐휴대폰,수거함 설치,인천 연수구 송도동 6-11 ,민팃ATM,무상
4749,롯데마트 송파점,폐휴대폰,수거함 설치,서울 송파구 중대로 80 ,민팃ATM,무상
4750,롯데마트 수원점,폐휴대폰,수거함 설치,경기 수원시 권선구 세화로 134 ,민팃ATM,무상
4751,롯데마트 시화점,폐휴대폰,수거함 설치,경기 시흥시 마유로 238번길 26 ,민팃ATM,무상
4752,롯데마트 시흥배곧점,폐휴대폰,수거함 설치,경기 시흥시 서울대학로 278번길 67 ,민팃ATM,무상
4753,롯데마트 시흥점,폐휴대폰,수거함 설치,경기 시흥시 비둘기공원로 28 ,민팃ATM,무상
4754,롯데마트 신갈점,폐휴대폰,수거함 설치,경기 용인시 기흥구 신갈동 62 ,민팃ATM,무상
4755,롯데마트 안산점,폐휴대폰,수거함 설치,경기 안산시 상록구 충장로 427 ,민팃ATM,무상
4756,롯데마트 안성점,폐휴대폰,수거함 설치,경기 안성시 공도읍 서동대로 4478 ,민팃ATM,무상
4757,롯데마트 양평점,폐휴대폰,수거함 설치,서울 영등포구 선유로 138 ,민팃ATM,무상
