연번,유형,도로명주소,지번주소,위치 ,위도,경도,보유 수량
185,폐형광등·폐전지통합형,서울특별시 관악구 복은길 76,서울특별시 관악구 신림동 98-319,제일성도교회 앞,37.47430406,126.940243,1
186,폐형광등·폐전지통합형,서울특별시 관악구 신림로8길 32,서울특별시 관악구 신림동 128-12,신림로8길 32 건너편,37.4714476,126.9390466,1
187,폐건전지함,서울특별시 관악구 신림로29길 8,서울특별시 관악구 신림동 1694,신림현대아파트 관리사무소,37.4755685,126.9328111,1
188,폐건전지함,서울특별시 관악구 신림로29길 6,서울특별시 관악구 신림동 1694-7,서림동 주민센터,37.47499588,126.9349996,1
189,폐건전지함,서울특별시 관악구 신림로 40,서울특별시 관악구 신림동 133,신림중학교 1층 복도,37.47032734,126.946004,1
190,폐형광등·폐전지통합형,서울특별시 관악구 광신길 160,서울특별시 관악구 신림동 1704-1,신림주공아파트1단지 관리사무소 옆,37.46603288,126.9273956,1
191,폐형광등·폐전지통합형,서울특별시 관악구 호암로 541,서울특별시 관악구 신림동 1698,태흥아파트 관리사무소 앞,37.46602175,126.931073,1
192,폐형광등·폐전지통합형,서울특별시 관악구 양지길 50-5,서울특별시 관악구 신림동 1721,우정아파트1단지 관리사무소 옆,37.47143015,126.9290782,1
193,폐형광등·폐전지통합형,서울특별시 관악구 양지길 52-1,서울특별시 관악구 신림동 1726,우정아파트2단지 관리사무소 앞,37.47079743,126.9269635,1
194,폐형광등·폐전지통합형,서울특별시 관악구 호암로16길 5,서울특별시 관악구 신림동 1724,신림서초아파트 관리사무소 앞,37.46402245,126.9322447,1
195,폐형광등·폐전지통합형,서울특별시 관악구 호암로16길 11,서울특별시 관악구 신림동 1729,청화아파트 관리사무소 앞,37.46348323,126.9324566,1
196,폐형광등·폐전지통합형,서울특별시 관악구 호암로 520,서울특별시 관악구 신림동 310-8,삼성동 자치회관,37.46411547,126.9318251,1
197,폐형광등·폐전지통합형,서울특별시 관악구 호암로 589,서울특별시 관악구 신림동 1528,삼성동주민센터 주차장,37.4701073,126.9329623,1
198,폐형광등·폐전지통합형,서울특별시 관악구 호암로 519,서울특별시 관악구 신림동 1733,벽산블루밍아파트 103동 앞,37.46416426,126.9312812,1
199,폐형광등·폐전지통합형,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,삼성산주공아파트 307동 앞,37.46137137,126.9254548,1
200,폐형광등·폐전지통합형,서울특별시 관악구 호암로 417,서울특별시 관악구 신림동 1693,국제 산장아파트 관리사무소 옆,37.46133515,126.9274799,1
201,폐건전지함,서울특별시 관악구 광신길 86,서울특별시 관악구 신림동 1713,신림주공아파트 2단지 204동 앞,37.46449762,126.9269064,1
202,폐건전지함,서울특별시 관악구 광신길 160,서울특별시 관악구 신림동 1704-1,신림주공아파트 1단지 관리사무소 옆,37.46603288,126.9273956,1
203,폐건전지함,서울특별시 관악구 호암로 520,서울특별시 관악구 신림동 310-8,삼성동 자치회관 내,37.46411547,126.9318251,1
204,폐형광등·폐전지통합형,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,삼성산주공아파트,37.46137137,126.9254548,1
205,폐형광등·폐전지통합형,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,삼성산주공아파트,37.46137137,126.9254548,1
206,폐형광등·폐전지통합형,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,삼성산주공아파트,37.46137137,126.9254548,1
207,폐형광등·폐전지통합형,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,삼성산주공아파트,37.46137137,126.9254548,1
208,폐형광등·폐전지통합형,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,삼성산주공아파트,37.46137137,126.9254548,1
209,폐형광등·폐전지통합형,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,삼성산주공아파트,37.46137137,126.9254548,1
210,폐형광등·폐전지통합형,서울특별시 관악구 호암로 417,서울특별시 관악구 신림동 1693,국제 산장아파트 105동,37.46133515,126.9274799,1
211,폐형광등·폐전지통합형,서울특별시 관악구 호암로 417,서울특별시 관악구 신림동 1693,국제 산장아파트 108동,37.46133515,126.9274799,1
212,폐형광등·폐전지통합형,서울특별시 관악구 호암로 546,서울특별시 관악구 신림동 1557-1,미림여고 창고,37.4661018,126.9319279,1
213,폐형광등·폐전지통합형,서울특별시 관악구 대학18길 6,서울특별시 관악구 신림동 1705,신림동금호타운1차아파트 102동 주차장,37.46598357,126.9374388,1
214,폐형광등·폐전지통합형,서울특별시 관악구 신림로3가길 7,서울특별시 관악구 신림동 1706,신림동금호타운2차아파트,37.46823784,126.9443425,1
215,폐형광등·폐전지통합형,서울특별시 관악구 대학20길 27,서울특별시 관악구 신림동 255-189,신림동현대아파트 정문 경비실 옆,37.4643054,126.9373716,1
216,폐형광등·폐전지통합형,서울특별시 관악구 신림로23길 17,서울특별시 관악구 신림동 1522,관악청소년회관,37.4702439,126.9352433,1
217,폐형광등·폐전지통합형,서울특별시 관악구 신림로3길 40,서울특별시 관악구 신림동 1703-1,"신림건영3차아파트 7동 앞, 재활용창고 옆",37.46678342,126.9418862,1
218,폐형광등·폐전지통합형,서울특별시 관악구 신림로23길 103,서울특별시 관악구 신림동 254-301,신림현대맨션 101동 앞,37.46604576,126.9343108,1
219,폐형광등·폐전지통합형,서울특별시 관악구 신림로11길 151,서울특별시 관악구 신림동 산 28-9,신동아아파트,37.46436158,126.9405999,1
220,폐형광등·폐전지통합형,서울특별시 관악구 신림로 111,서울특별시 관악구 신림동 1516,대학동 주민센터 입구,37.47059604,126.9369573,1
221,폐건전지함,서울특별시 관악구 호암로 546,서울특별시 관악구 신림동 1557-1,미림여고 창고,37.4661018,126.9319279,1
222,폐형광등·폐전지통합형,서울특별시 관악구 신림로3가길 7,서울특별시 관악구 신림동 1706,신림동금호타운2차 201동,37.46823784,126.9443425,1
